Help!	बचाओ!
Transport a measure on this line	इस लकीर पर एक माप ट्रांसपोर्ट करें
Transport a measure on this circle	वृत्त पर एक माप ट्रांसपोर्ट करें
Start transport from this point of the circle	वृत्त के इस बिन्दु से ट्रांसपोर्ट प्रारंभ करें
Start transport from this point of the line	लकीर के इस बिन्दु से ट्रांसपोर्ट प्रारंभ करें
Start transport from this point of the curve	वृत्त के इस बिन्दु से ट्रांसपोर्ट प्रारंभ करें
Intersect with this conic	इस शंकु के साथ प्रतिच्छेद
Intersect with this line	इस लकीर के साथ प्रतिच्छेद
Intersect with this cubic	इस शंकु के साथ प्रतिच्छेद
Intersect with this circle	इस वृत्त के साथ प्रतिच्छेद
Intersect	प्रतिच्छेदन
The intersection of two objects	दो वस्तुओं का प्रतिच्छेदन
Intersect this Circle	इस वृत्त का प्रतिच्छेद
Intersect this Conic	इस शंकु का प्रतिच्छेद
Intersect this Segment	इस लकीर के साथ प्रतिच्छेद
Intersect this Line	इस लकीर के साथ प्रतिच्छेद
Intersect this Cubic Curve	इस घन वक्र के साथ प्रतिच्छेद
Intersect this Arc	इस चाप के साथ प्रतिच्छेद
Intersect this Polygon	इस बहुभुज का प्रतिच्छेद
Intersect this Polygonal	इस बहुभुज का प्रतिच्छेद
with this Circle	इस वृत्त के साथ
with this Conic	इस शंकु के साथ
with this Segment	इस खण्ड को चुनें
with this Line	इस लकीर के साथ
with this Cubic Curve	इस घन वक्र के साथ
with this Arc	इस चाप के साथ
with this Polygon	इस बहुभुज के साथ
with this Polygonal	इस बहुभुज के साथ
Construct Midpoint of This Point and Another One	इस बिन्दु तथा एक अन्य बिन्दु के मध्य बिन्दु को बनाएँ
Construct the midpoint of this point and another one	इस बिन्दु तथा एक अन्य बिन्दु के मध्य बिन्दु को बनाएँ
Tangent	स्पर्शज्या
The line tangent to a curve	किसी वक्र पर स्पर्श रेखा
Tangent to This Circle	इस वृत्त पर स्पर्श- रेखा
Tangent to This Conic	इस शंकु पर स्पर्श- रेखा
Tangent to This Arc	इस चाप पर स्पर्श रेखा
Tangent to This Cubic Curve	इस घन वक्र पर स्पर्श- रेखा
Tangent to This Curve	इस वक्र पर स्पर्श- रेखा
Tangent at This Point	इस बिन्दु पर स्पर्शरेखा
Center Of Curvature	गोलाई का केंद्र
The center of the osculating circle to a curve	एक वक्र के मध्यवर्ती वृत्त का केंद्र
Center of Curvature of This Conic	इस शंकु का गोलाई का केंद्र
Center of Curvature of This Cubic Curve	इस घन वक्र का गोलाई का केंद्र
